user,item
26502,14743
16299,1572
4461,12090
18733,15463
31970,8555
10053,5214
16391,4544
13323,6545
19195,10798
16328,10611
2340,581
30159,13487
32613,5399
23604,3542
24118,3763
29489,9720
33878,13890
6578,5521
16289,1234
28749,7466
23914,7905
16283,10087
7190,423
12007,9204
17270,9966
197,4774
8676,4187
19116,14827
23046,5651
7705,9914
26580,2891
9696,604
15267,5683
2280,688
31249,9330
8109,8277
35339,15153
10218,4850
20751,11517
22480,15039
1792,11487
3105,2491
17190,1342
15099,3066
22924,14521
11260,15578
3364,14271
12635,3296
23545,6503
32702,11456
34758,10677
22982,5077
25048,7238
20605,12631
24790,2476
34917,8455
8733,11487
8026,7461
9752,4296
5295,10545
5519,639
23571,8855
10723,10620
26988,8728
10978,3033
11993,796
16855,7630
22311,10507
8126,14458
13393,10266
13856,5072
29098,15325
34357,7300
11110,708
4117,895
13353,4451
29817,6152
9817,6384
15032,6166
30154,4983
14297,3502
31454,10085
29114,12825
35167,9542
852,1601
29305,3725
5989,10360
18308,10695
22766,8054
26357,5828
3948,2779
13163,6956
4598,6079
3216,13218
17996,10608
24135,2373
24522,2819
12915,1192
32650,7859
25683,6823
24298,8029
2288,6941
23186,7859
14618,1049
23644,3075
25629,10724
8967,8284
4132,8723
16028,4037
8041,5086
33896,7248
29792,5691
27068,13918
5260,10335
6526,11881
24372,7197
28200,13020
24960,13783
6278,12533
10261,11097
15710,8831
18735,7914
20184,2751
18406,13108
31111,4619
16742,9981
30099,4121
6018,336
31284,15127
35432,13758
30100,6975
11193,719
22426,2105
18613,5450
7474,10115
7613,6487
31579,7878
32250,5831
20326,8469
21652,10820
30532,8325
28383,3463
6237,5712
34072,8763
31727,11159
13131,11181
8841,13406
813,3312
29629,5296
32308,6940
28820,14017
4049,5059
20195,1755
2846,14415
18772,6641
2975,3683
31500,10564
98,11853
27061,4587
28162,14956
12,1
13544,10946
17398,3438
18059,1457
16959,6774
34621,10109
14490,7414
7320,10183
8750,8942
33278,13978
13048,916
30821,9717
25524,15006
8840,4671
9342,12237
12252,982
1794,3534
18482,2499
22726,10452
22737,6669
23573,6941
23712,7285
25830,9828
27258,14176
1021,5304
8232,2536
29450,11538
23751,15349
255,4081
1199,5576
12620,8733
2569,1840
1482,9836
4608,15387
10780,684
28443,3463
12696,10448
35070,13476
502,11505
8501,3111
28649,3531
9435,3918
25054,8267
9388,2382
32448,10087
5351,3767
25409,14093
27237,3099
35204,10443
8993,6956
25753,7487
32737,5494
8893,9758
7062,10655
13036,10489
13516,4710
17007,1314
23330,12444
1386,864
5080,271
25820,6265
16836,7848
30255,9090
29706,9814
34393,9477
5829,7714
8572,3701
23355,7778
8766,534
25703,2647
5493,9485
18616,1509
15725,6590
18278,11313
25747,10301
30653,6884
26413,4500
27029,6718
8421,499
6623,1344
9195,6309
9883,10847
25977,11517
33503,6875
33069,10555
12847,11906
34185,13096
20782,5971
7697,441
33596,12701
17149,7971
21173,7290
10235,2789
10243,11540
25362,8396
34680,14206
29107,8300
21500,15232
34293,7152
30669,13402
15134,4028
2725,4177
27778,12067
19058,13531
20300,11273
21396,14128
32002,11474
14328,2652
26781,10157
1907,4484
30592,10149
697,7943
15091,9993
1703,15042
31806,13979
20669,7383
1734,7939
11469,8210
12797,11388
18057,2053
11680,10874
30612,4385
1440,15571
2700,1087
9262,9759
33955,14862
11311,4591
32790,13368
34502,11059
22546,4360
21947,5721
31470,8553
34443,7446
31043,10206
3275,6687
7151,13490
15606,1929
17079,1324
3324,10521
19506,6874
10996,2486
12121,6271
11581,2385
14401,1036
21042,6783
25101,8695
27298,3105
12511,4736
27486,3156
5381,2962
11406,14627
27587,3208
28652,3532
29789,4698
34252,7097
2937,7042
21583,6383
26385,6750
25752,2673
24857,5204
14086,5347
28568,5524
31586,6634
35304,12097
2301,10773
30257,10401
7137,13942
12170,9546
4998,12242
13231,12380
17302,7381
31650,5114
16715,7813
32539,10874
20779,1835
8723,4354
34332,7241
28122,4656
6741,386
27119,3057
12709,5101
17492,4472
6496,555
7571,4785
12027,10931
7242,8481
8911,618
31965,5125
26173,6463
18835,1542
17518,9076
9901,11156
16701,6602
33368,11106
14870,1083
34448,10018
33168,6322
14060,11831
16536,10672
10681,5834
26951,4286
20402,10371
371,11290
28694,3542
9526,2584
29789,6926
11186,1805
17215,1346
29475,6736
26607,7859
27484,14548
26333,8788
19664,7409
7107,1998
1952,6431
9101,2031
12473,14027
32759,5521
2982,9952
8199,8117
12791,3756
6106,9014
2636,647
34786,14335
22816,5486
31436,6070
27647,14727
4765,7294
28800,3564
13055,1550
34424,14885
21607,12553
10974,7934
17287,1572
31051,12086
31213,7718
21667,14324
27646,3922
11906,2252
34414,13416
19504,1650
2425,7001
34512,7535
12100,805
22647,3206
27760,10817
17074,1464
23078,9808
10335,13087
11015,7184
33723,12744
21899,2000
24268,8326
16374,1238
5462,4374
1742,3746
28189,3760
32905,9079
32376,15151
24064,12468
25881,11673
30628,9135
27242,8383
16029,1203
28618,12541
32909,13170
2873,9793
30461,4299
33303,9125
7771,9868
13337,8187
14474,7633
28584,3508
19236,11819
14054,2351
14955,5462
29009,9164
33336,6040
33377,6041
14483,12822
28609,11674
17790,10837
34135,15290
4925,10935
23387,8469
25756,10631
33667,12970
8788,537
13459,3639
10661,5501
4819,12202
1191,51
22441,11974
9220,9027
25541,5724
5813,4200
23968,13295
16563,7152
22240,13381
20406,11563
31722,13206
23821,11555
5203,1238
25956,10103
5311,6433
1522,11118
3628,1566
9407,9792
9684,8380
14119,4035
982,12867
3912,11124
4045,1854
6149,4499
17157,8241
18077,15566
26314,10750
34183,15307
24560,2445
29918,4033
13431,7798
6827,398
640,1237
21687,14521
23611,2269
9786,4311
30209,4182
34600,13151
35045,13767
34427,14886
34758,8075
26304,6248
10848,7555
4005,5057
6352,1044
23277,4086
6076,11726
32482,5323
30603,9212
4099,2440
31590,4927
29723,3915
8131,9756
19327,3935
16214,10889
12472,4086
12439,8110
5775,3103
9479,13586
10794,5225
19739,10295
11091,14079
14386,13023
6652,932
13897,3410
31400,14602
32809,8850
1065,46
3270,9913
15774,1168
19034,9725
31438,6226
5758,4627
4147,7742
14869,8646
1858,2311
4305,222
19762,12349
8747,3464
27231,7173
278,8711
503,11273
1169,5472
14070,2025
589,6883
33450,9255
3314,12090
494,14193
6227,352
12970,5652
20960,1868
34100,7859
2565,8030
14934,9980
2104,273
11591,3640
31448,4820
12186,817
20563,12785
4942,5357
10152,631
8347,497
10919,5462
35055,8954
4117,6937
6228,8309
2489,1777
20892,4558
20959,9752
26370,6440
30780,11487
30985,4537
19405,6985
34248,11113
3816,11146
1973,14692
28236,11953
18310,8704
18824,15341
14132,7198
5338,12877
19187,8977
24815,8174
33361,8809
7595,12354
3576,6963
3374,13430
8641,13402
4690,15093
23746,4698
7295,3202
18477,8063
4555,14868
24357,14651
5362,3822
19959,15091
7103,6415
12492,7316
15706,1168
14400,2667
1948,4432
22777,13881
27199,12307
29931,10579
31325,4763
17121,13390
18286,7714
12355,6264
22850,3779
30229,13427
8350,12822
6268,9936
7261,8694
34315,7208
31497,6940
12935,12208
6082,5050
26417,13210
23537,8092
13714,11946
31558,6627
5070,388
8203,11082
2370,13173
13626,9847
20247,7048
23654,3015
28796,12118
190,330
24159,3682
3859,10038
29627,5630
23150,13281
31925,11524
8964,11934
5881,4013
20518,5821
29738,3926
17345,1390
8053,11488
10118,4379
33031,6961
13760,6814
13743,983
9832,7957
5037,3099
29255,13571
6784,8890
17557,2966
29905,4039
304,10416
762,1660
27054,3823
31069,5308
9792,14193
29186,7735
35189,13225
23494,10997
33881,13897
31687,13988
24922,2513
16778,12246
17084,11764
1817,9560
30890,4784
25238,2749
29243,5236
3374,7148
24908,7718
7442,8459
35594,15381
21774,9631
15883,9300
3894,209
14059,2508
12345,3990
24604,8246
4950,2699
14562,12928
22632,4966
21233,6274
29380,10610
22656,3108
14810,1918
33266,6023
26220,15274
21691,15231
19489,9045
3381,6225
10389,654
896,12748
13727,988
7959,468
2059,583
1474,1650
21993,12563
23633,2272
6139,13797
31060,12900
9610,1855
14202,4664
14322,9684
23100,11608
33499,11105
2732,302
5376,11559
28332,4389
10414,3343
3924,209
27132,6092
12273,6157
13856,994
18037,6181
22379,14477
4764,7016
19786,9389
2883,3854
3879,8545
7372,2778
469,229
8091,2465
4233,10763
4128,9249
15118,1108
15515,12822
16609,11632
25687,5712
23515,8036
10296,3472
11985,12291
14117,4152
2255,9920
20913,5114
32373,13861
2119,10813
8953,925
1007,4227
7402,14671
15892,3885
21755,12748
11638,5767
15186,6877
10910,8246
3814,11718
16474,1766
21598,6156
31880,5068
10577,12732
10618,3873
19647,9580
9362,571
12995,14032
16915,7366
28150,13551
32811,5577
12680,12708
24187,13919
10187,8790
11269,8529
34455,14653
19617,2009
24438,2426
24866,7037
34596,7718
14270,15105
9616,11418
16223,8721
7859,5848
4217,215
4798,8828
7888,4334
32912,7322
12425,2740
26514,12822
20716,8518
5761,1705
1993,97
25193,9125
14145,8428
4649,10425
30975,14616
13040,6985
31507,4863
34583,11805
35142,9325
3900,8617
20221,7758
11465,14483
27129,9153
17635,1397
759,12769
20274,5140
28835,14943
18741,2496
19546,3647
1239,1328
5783,3157
29635,13306
14728,1057
32687,13246
27050,9799
20954,1866
173,1533
18875,9077
33682,11296
18983,12582
9900,10022
14241,13212
26457,11914
32439,12363
34180,14956
27181,3085
11799,1123
7487,2835
32652,6994
32681,5480
13589,13966
852,7456
20167,11285
27543,10082
12302,9099
10863,12698
11106,6040
13126,8048
25447,2602
13535,1837
7846,13506
4709,8732
23336,4613
33482,10080
22694,2140
31035,10479
1644,3834
2286,857
16047,1274
3199,3793
1256,11831
8968,4161
27841,3481
22273,2083
8288,8374
308,14
3215,9399
28088,3358
27329,6716
17802,9400
192,2283
24973,9485
1405,61
1446,62
16010,11191
14405,3763
27720,12007
17698,1880
18594,8811
21280,4264
1872,2156
12517,5846
20946,2698
31856,10069
725,10101
16850,12336
14806,1074
18775,4658
20748,14956
2739,960
3430,9179
1754,11707
792,12262
2325,8490
10703,681
15439,8342
11363,2417
26031,3538
6557,7758
16590,1270
26404,9004
33501,6134
17661,8764
3389,6145
9669,9469
29099,12090
276,8181
30114,9853
22783,3659
28326,13106
34657,15429
2510,2012
9769,7606
1137,1535
21646,7596
24534,3907
27619,3795
19556,10484
27529,7285
459,8238
11975,12221
6677,10684
12827,2638
20657,7267
23809,10821
2573,9127
7250,1686
10550,5138
16582,4950
24849,10334
10386,6235
13801,12643
29292,4941
28634,4941
23443,10471
21010,1878
24085,3522
30528,14946
15380,9990
11996,3649
829,7956
3604,11560
5850,325
7379,11141
32988,8366
14340,1028
9450,5732
20527,9079
34362,9445
30580,7939
7550,8744
12558,8233
32556,11338
22083,4722
18289,9063
24118,3820
9400,892
9653,2304
21645,5250
25110,10267
2877,1782
35079,10934
18849,4741
21404,3875
32340,5297
21428,2017
18721,1523
24103,3697
24605,11263
3475,196
29769,3940
22184,10631
19911,4013
5401,12368
14733,7496
2180,2793
10814,4029
28432,8755
26503,13281
33153,7248
35133,14553
18411,1482
22411,10795
22521,6237
417,3824
29176,9438
27128,5382
807,37
7154,419
941,37
9433,2129
34833,13510
3661,11289
714,31
20880,12334
11968,796
12143,7967
25553,13819
33655,6304
30525,13843
17287,9037
15685,6788
28524,9633
17281,6748
14439,1922
19769,4660
4348,326
11481,5781
29435,13462
6627,5978
31061,11379
33975,13075
11658,755
30059,9125
18096,1447
3094,5176
1077,14019
14097,8574
34245,14656
21626,1951
28131,7837
27608,5618
27515,3175
15951,2184
14994,3083
29168,3669
1790,10693
8762,2459
23426,10786
31349,12950
15453,1153
25186,3795
3291,213
23786,10540
32668,5462
14409,7533
6092,342
19269,11288
23603,15559
31934,12822
6900,2730
5991,5363
15052,1748
18527,8207
8417,2397
33711,12628
33650,14604
3182,8564
9299,570
20006,5138
23349,2810
9283,4009
5668,9813
497,10303
953,1686
8365,3146
12379,5187
11071,8111
2274,3693
5708,10151
20894,14645
4846,6214
1750,10863
22741,5556
131,10919
5701,312
13262,13384
15246,9319
22362,15359
29819,9614
10843,2999
3341,8035
9549,5821
10954,14881
2900,13954
4261,6692
17000,7421
17267,1349
18187,9428
9813,5113
10601,10821
12578,859
18242,13299
18791,12575
28992,13777
790,4324
13535,5033
5416,301
2491,136
4156,12533
1625,3405
9858,9959
13356,5290
18033,4265
23306,5715
27387,3124
35042,11916
21686,10996
1855,1615
33162,13860
13995,2015
21861,2891
27602,14797
7802,6981
10667,679
26384,7061
3005,1296
6607,15444
18525,6575
2448,10238
25385,2826
21579,4898
11205,8841
2523,209
7409,11601
17985,8516
10578,3990
25630,6040
26165,3166
28470,14203
31567,11442
23298,2225
31763,5904
22613,2122
26221,6481
27012,3038
15389,6348
10843,15026
30573,4353
4675,5527
17588,4157
18142,1525
540,8821
11094,5977
22192,2065
20371,5370
24494,6415
12446,7297
27443,11138
35101,13785
10450,3431
31833,6084
26616,9639
31504,4862
3247,4562
29420,5313
13448,4074
28164,6175
22766,13856
9872,4888
18310,2048
30892,11653
6260,3793
29839,3984
25625,6985
11306,14154
29136,15353
32502,5339
30148,11909
29439,6494
21435,3964
10826,685
5244,5805
25232,4058
29929,8573
6429,10395
20801,8522
6890,11544
26078,2766
32931,10678
17996,13377
26568,8817
13149,8329
34133,8267
7698,7516
3092,4809
20141,10169
29878,11267
19007,1572
10760,5700
3695,10737
4473,451
6364,359
22296,4643
20057,14605
10254,644
27477,3151
2153,7041
1372,60
31246,11777
23878,12841
4735,10250
33130,6542
9843,14107
25867,2704
29396,3764
2791,158
7453,15040
21417,11090
6197,596
6990,6648
26455,2874
2403,8909
32933,8657
13571,3484
4663,5651
5695,2829
29485,12854
25103,7411
35467,12549
21455,1933
10749,7389
12248,1589
31792,5278
32069,8030
13390,5543
17046,10882
25176,2971
2786,2416
9551,3503
11330,13558
10714,1918
21772,5023
24301,5188
28809,4354
28079,9204
10983,12696
1680,5666
3395,9290
15995,7423
9818,4786
18056,11684
10129,12784
22245,15042
16760,5011
32651,9294
5223,14511
6488,371
4005,7529
17768,2357
24941,2515
29567,10570
22974,10721
17914,1428
31809,5043
5417,13064
1654,7636
11076,3438
29273,3707
18180,8717
34412,13293
15033,5507
1197,13776
23317,10306
9688,12260
1808,5070
12751,1247
18824,12202
35083,10465
10063,3277
20491,7676
26941,14609
5169,5765
30174,12675
27822,9928
1144,11671
4161,313
22739,5347
30265,5623
30597,6362
35234,14798
6978,6772
32649,10537
1364,5029
10462,10341
21568,4038
12857,892
13500,10383
8395,10207
16236,1227
29014,6048
7730,9790
31314,10325
28680,4482
8587,7933
13748,13114
13360,954
993,9408
1527,1236
13949,12838
17873,14959
4009,3275
19635,12013
28054,4205
1469,6893
15249,11524
11147,10794
30275,4217
2238,5943
14062,3855
30283,12968
33222,12277
5082,2736
34774,8555
33889,9330
20405,11665
3870,9532
15915,1936
18071,5525
18160,6506
237,5116
5540,581
2487,10030
14280,8629
15665,12341
20441,10541
21832,1990
1146,14726
7450,14472
9054,552
10399,12779
10879,14170
16182,3219
5222,5375
14750,7797
31159,7539
2728,10092
1271,4814
7785,2118
13327,6267
34672,8628
23841,2304
12960,4753
15702,5211
17366,1922
27546,10945
17976,5823
24915,8783
8721,527
4550,4164
30664,14134
1022,10122
13983,14650
27717,3630
24002,8264
5915,13825
32830,5579
564,6800
9418,3084
34206,7293
30094,5875
24617,6093
6079,12701
35394,15564
32770,15135
6631,382
1481,5159
16390,1239
30574,9895
17842,3729
22485,8947
29484,5542
10258,11584
30005,6742
2433,129
27754,11217
5836,5022
10753,5147
13134,6380
17853,15380
3676,2445
5300,289
12380,4420
32232,5256
30623,9006
1026,41
33046,5769
29009,6188
33671,10477
22932,2469
23350,2228
17880,4371
11655,754
18077,15273
33672,14310
8662,11974
30838,14263
18154,6825
18450,1491
7268,4766
16380,1840
20518,2227
571,3783
1803,83
12532,14798
16034,1203
24535,10955
25836,2696
27262,12825
15450,1152
30598,12332
35240,13942
9364,2043
19801,2586
11322,729
23332,12360
28017,8944
29313,4505
33915,12166
32717,14696
23068,9281
2516,140
30012,10141
35210,10508
14193,1008
11173,10405
9165,7468
3807,9852
8406,7416
980,6812
3413,8235
11051,7032
28912,5100
13927,4272
23624,4251
12155,4086
23984,2342
13509,2069
16654,3698
18541,14976
19968,3638
28870,7318
19386,8386
30052,8227
27413,14283
10641,4101
5825,8000
4490,2153
16757,12686
32298,6010
4915,2302
28514,8595
29677,7010
3207,11900
15570,1984
33620,15035
28484,3468
3743,13600
29724,8519
23237,15482
16317,6348
14190,8415
27877,10603
28426,3463
31003,12744
13517,967
11053,1951
12021,14420
8420,9542
10271,13993
18437,8745
22150,4230
32506,7063
4452,5402
12640,10493
30121,14756
17017,13148
28440,9962
33392,15558
35549,15585
30313,8510
4322,3077
10887,15430
13408,9318
2737,5161
19029,3372
20691,5672
14500,11465
22969,10190
16095,1209
1050,8466
15616,14006
31960,13161
9608,1756
9639,1823
21786,4892
32445,7726
20824,6201
10256,9147
19733,4656
25094,2543
15111,12558
16410,3664
21472,7176
26699,11691
978,10283
30647,14398
5209,281
18347,1473
5706,1087
16060,6291
23787,10041
11325,730
16350,10968
16606,15095
17241,6975
6718,4968
5135,3715
14885,13154
1229,8589
24596,2451
21994,12361
6991,404
32627,9810
5412,5686
18898,5898
2055,3420
11862,9421
16346,4029
19594,14269
25002,4832
1134,8702
28308,12236
94,12572
30352,4250
29480,6041
28382,5769
21018,1879
2016,459
25951,2729
30300,12196
23378,2235
17490,12001
3760,6733
6628,6364
10405,1110
10274,8763
6378,10353
27474,3150
8754,4826
35111,14554
35522,15586
13389,1855
21317,7773
32000,11001
9503,5853
12896,1922
20119,7859
22705,2142
34599,14379
14883,1538
7173,421
13881,12116
23293,2312
2835,1666
15455,5147
32284,5283
2007,2975
16024,11491
7074,415
25296,14704
16160,6656
34076,13291
14384,11424
22765,3324
24191,13261
28833,9209
17173,1340
9385,12398
27281,3105
1457,64
8428,11607
17229,4655
23419,14667
7294,6016
12199,14452
25568,9915
32123,9843
3637,9874
31328,11483
34382,7332
21278,3472
32363,13096
26026,14883
3076,2667
14817,1076
26876,6210
688,11752
14431,1040
23054,5305
8718,3425
25590,4197
24346,2410
19103,11160
25600,2633
1331,12383
27534,3177
9948,618
13908,15228
33867,8579
31523,9857
12715,11686
5148,9157
13230,3272
19773,5478
21096,1896
12498,5043
22730,2148
29571,3819
34154,15402
26661,12822
6152,345
21857,1994
3624,6040
3579,4577
2020,7882
9511,13799
28857,7859
24796,11856
7179,9984
20423,1803
30027,5001
27776,9476
30928,8866
34395,13020
10183,5746
3627,6688
12777,4054
22746,8693
1953,3627
19850,14184
9516,15082
23214,4597
26478,8392
2770,651
31971,9616
2317,117
27599,4861
33755,6429
23765,12055
19791,1711
2342,8283
3641,9777
22629,9047
22572,8513
27565,9414
26486,13356
10490,3395
2563,10911
3845,2602
5180,4507
24534,7318
19590,8753
9015,8276
14631,8402
465,12595
25739,6898
34104,9407
3875,8079
12540,3710
30702,7368
4983,10759
33052,14206
23384,12713
12937,902
18088,9559
29149,5765
34677,10208
30582,8205
2593,10911
22884,2749
26748,10481
17679,1403
33212,5978
7631,443
9504,11823
23826,7581
5629,14290
23428,13170
20479,12419
26943,14332
28000,10631
9276,14817
23528,2262
31466,12840
34797,11441
11929,7878
35535,15342
952,39
993,40
9064,8518
15480,5287
23902,5132
28394,10935
19587,1665
15192,8038
27537,3178
10216,4300
21587,12066
27299,14906
16969,3872
29307,10673
35243,14941
20243,6665
22696,3048
2897,11672
5311,2465
10522,11173
35068,11153
29474,10786
806,4536
12595,6399
5594,309
19707,10977
9707,15161
30774,13636
35181,14772
1347,918
11274,14191
16054,7629
21238,8098
6295,356
5441,9112
12903,14099
18519,14225
12134,2217
15016,5718
23347,2227
23710,2279
27225,9857
28307,13568
21318,2385
366,11030
9981,619
18140,4780
16782,5335
13623,7972
13917,12391
19005,12398
24984,12576
25190,14896
14075,6561
30108,4134
33860,9181
14966,13710
17561,6793
35147,9352
31509,13452
11161,14664
18242,3744
30599,4371
19670,1676
13850,13798
4117,7746
253,14
29263,9411
16916,3056
6136,10283
17973,14816
19398,9067
25886,15538
28916,14965
14207,1011
16540,1264
29662,12311
9590,589
9306,830
20013,5398
11682,1719
28674,3539
12359,10040
25618,2891
20193,4053
26953,4796
27066,10335
31168,4649
22073,6990
9406,5383
16314,2614
31721,15186
14106,7725
6346,7245
14786,1068
30274,8344
28777,8363
28811,13609
34050,13977
12793,883
19353,9674
16268,7342
3488,196
35284,10912
10303,646
31300,7959
9678,594
21563,11025
9065,2057
1558,6749
26518,13886
14099,14101
26157,5801
30145,15289
32167,13960
4078,13244
5582,7788
15112,11037
16162,3913
18011,3565
1528,1622
18904,4371
19701,7913
21249,6139
16608,13799
16230,1573
911,12765
3797,4334
30486,12549
21761,6287
21100,9988
679,364
13987,14045
15312,7126
11867,8423
13305,13459
14544,8486
28587,11999
13878,2209
15404,3682
27333,3108
30328,6486
11766,11754
3803,9225
19703,2482
18639,11620
951,11036
19077,12785
35393,12336
18384,2241
3332,191
355,10224
2081,7813
25883,8019
25652,13748
26282,11700
26446,4749
23178,14044
35137,11024
5060,9904
11929,791
19100,7292
30299,7596
31921,8777
28946,13221
35071,15476
2948,13033
5443,4946
13627,14799
7793,450
25377,6346
8536,4695
32849,5605
15839,10561
14377,4939
23467,2254
9516,4157
8072,9664
22740,10785
4395,8174
8758,15095
23247,3419
2469,13183
24393,2419
35240,11496
2343,6628
13648,13774
13132,6310
32137,11411
9832,606
1919,3856
10095,3460
2653,12711
19357,1821
19912,10711
31070,4598
20660,13048
17725,8031
886,37
490,37
29347,8438
29913,4685
34221,11899
18767,3453
21675,1951
20828,6216
30162,11805
8094,2633
9508,7083
21798,6488
5165,7984
29664,5112
1677,8645
21720,2633
32105,13566
30675,12555
840,11154
11181,8983
28791,5712
2843,161
13171,10560
14842,1080
30737,4573
22865,2162
5595,10197
28886,14617
25347,10617
30910,4501
33926,7228
18251,14089
4015,10181
33452,11509
3954,14601
16640,14006
32939,14142
7170,420
1380,7311
986,776
18085,5691
25421,7533
15882,3976
20359,8747
11154,4312
26737,8442
27563,4054
28432,6718
13027,13440
20395,1796
19132,3931
2452,131
25418,4791
23098,8907
28210,4804
9438,13268
1188,11463
19001,6077
27530,9017
5319,291
4837,2237
10054,2654
16860,1298
31634,5821
17140,4321
18210,8207
19290,11283
1308,12696
322,5283
19942,7304
14121,3740
2395,3919
6734,12698
4569,8057
20070,5769
25063,13086
11016,8111
19925,10518
28354,4152
11564,746
6850,980
22266,4970
15712,4295
26006,12666
26197,2812
4216,13796
4041,209
26900,12354
29196,3680
6468,12929
29894,5708
6776,10830
21860,6911
2832,11248
26237,9566
714,5699
30349,8732
1910,90
19000,5451
4939,11158
13198,6101
8649,518
23528,10719
23936,5818
24707,4941
31632,5292
24104,11818
7511,7263
35463,14097
19811,7356
15368,12749
5239,14833
13261,1727
15127,12128
19096,14958
11087,12084
24719,13811
7269,4697
22849,2702
12733,7435
26592,12359
5961,9341
28308,5096
6866,1082
26150,5598
20097,2465
2473,10002
606,854
8321,3281
11734,15278
5618,5969
18808,5631
20293,10513
23132,2236
19358,9481
4709,2186
29038,3629
789,9606
11474,829
34593,12147
14648,8114
10560,674
19794,5847
16807,4804
23548,5305
406,13251
29379,9557
35263,12881
122,7076
8754,13901
11760,4606
16718,15312
18119,5005
20239,1767
22145,2707
23322,3272
28463,8767
32159,8809
4462,6631
14472,11271
22323,11115
23674,4663
25169,3817
32657,6053
21691,5920
9532,582
23004,7312
2455,132
25017,4177
31701,10560
32873,10781
8722,11330
30869,8717
6155,1047
28928,4558
33986,11506
30443,13978
31715,4981
14151,9351
27816,6862
25526,4993
440,1881
25962,10219
4257,11487
1974,209
6817,10965
10403,4231
15626,14454
17325,1360
22557,6973
4702,5687
24849,2499
3826,12432
10771,685
28191,9368
30216,11720
6159,2105
14992,10906
28063,10122
22528,4700
28099,3363
9200,9800
19295,4190
14990,1411
14867,15341
20000,1727
22641,2133
34507,12322
19648,11633
33480,10038
7583,13100
25644,9536
19261,2327
6012,3748
26609,5492
5171,688
1180,11840
31199,5222
33800,15089
3728,3387
27346,9922
9830,14518
25030,2668
18173,10852
4557,236
7044,15451
19771,14857
4766,12653
11428,12861
29050,15077
35397,13961
17507,1377
14263,14264
33351,14704
4872,4943
28924,7798
17848,13721
7384,7413
